"V1","V2"
0,1
1,0.966666666666667
2,0.933333333333333
3,0.8
4,0.766666666666667
5,0.733333333333333
7,0.7
8,0.633333333333333
9,0.6
10,0.533333333333333
12,0.5
15,0.4
16,0.333333333333333
19,0.3
20,0.266666666666667
21,0.2
22,0.166666666666667
23,0.133333333333333
25,0.0333333333333333
27,0
