"V1","V2"
0,1
5,0.966666666666667
6,0.933333333333333
7,0.833333333333333
8,0.7
9,0.633333333333333
10,0.566666666666667
11,0.433333333333333
12,0.3
14,0.266666666666667
16,0.266666666666667
17,0.228571428571429
18,0.114285714285714
20,0.0761904761904762
21,0
