"V1","V2"
0,1
2,0.966666666666667
16,0.933333333333333
18,0.9
20,0.866666666666667
21,0.8
22,0.733333333333333
24,0.666666666666667
25,0.6
29,0.533333333333333
32,0.5
34,0.466666666666667
36,0.433333333333333
41,0.361111111111111
44,0.288888888888889
45,0.216666666666667
47,0.180555555555556
48,0.144444444444444
53,0.108333333333333
57,0.0722222222222222
60,0.0722222222222222
