"V1","V2"
0,1
2,0.96551724137931
3,0.896551724137931
4,0.827586206896552
5,0.758620689655172
6,0.614121510673235
7,0.614121510673235
8,0.53735632183908
10,0.460591133004926
11,0.345443349753695
12,0.26867816091954
13,0.230295566502463
14,0.0767651888341543
15,0.0383825944170772
16,0
