"","blockvalues","treatment","lifevalues"
"1",1,16,33.6343459592044
"2",2,16,41.6423056316056
"3",1,20,28.8922282019336
"4",2,20,40.6186187415092
"5",1,24,27.4117074576345
"6",2,24,32.8694049028206
"7",1,28,20.2652667966827
"8",2,28,22.1634278417361
"9",1,32,11.4221886829128
"10",2,32,12.714475502031
