"V1","V2"
0,1
2,0.933333333333333
4,0.866666666666667
7,0.833333333333333
13,0.8
14,0.733333333333333
17,0.633333333333333
19,0.566666666666667
20,0.466666666666667
24,0.433333333333333
25,0.4
27,0.333333333333333
33,0.3
35,0.233333333333333
36,0.2
40,0.166666666666667
42,0.133333333333333
43,0.1
44,0.0666666666666667
52,0.0333333333333333
53,0
