"V1","V2"
0,1
2,0.966666666666667
8,0.933333333333333
11,0.9
12,0.866666666666667
15,0.833333333333333
16,0.8
24,0.766666666666667
31,0.7
33,0.666666666666667
36,0.6
37,0.5
39,0.466666666666667
40,0.4
41,0.366666666666667
45,0.333333333333333
46,0.3
49,0.266666666666667
52,0.233333333333333
54,0.2
58,0.166666666666667
59,0.133333333333333
60,0.133333333333333
