"V1","V2"
0,1
3,0.966666666666667
5,0.9
13,0.866666666666667
14,0.833333333333333
15,0.666666666666667
17,0.633333333333333
19,0.6
23,0.566666666666667
25,0.533333333333333
28,0.433333333333333
33,0.4
34,0.366666666666667
38,0.333333333333333
41,0.3
44,0.266666666666667
52,0.233333333333333
53,0.2
54,0.166666666666667
58,0.133333333333333
59,0.1
61,0.0333333333333333
65,0
